gene 2h 6h 16h 24h 48h 72h
I_934582 63.3904044514 62.6341634586 30.3037774928 76.7156181591 73.3067147736 54.6341382543
SPP1 83.3742715221 145.595218531 149.7586443 119.847228529 152.58243485 188.513601949
MMP1 77.3732809742 124.660744762 82.4947166816 66.7498270561 192.499497793 243.422839103
CDH13 73.0237815475 92.7218217464 104.130200653 80.4598785832 31.1466758289 25.1152052088
SMARCAL1 121.229655531 52.6370746713 68.6242683614 99.2099970181 127.993168681 120.275733942
M17S2 110.497641151 84.9496824146 80.6218770654 170.335083974 154.459793422 159.693447536
MRPS6 55.254774133 39.3575558628 20.9929490636 31.9216255471 29.219930241 21.2940504885
PSMC6 81.1017442029 74.2098685156 54.430098539 138.696461951 85.033142353 85.0124053764
CLIPR-59 205.944139588 99.5460291709 198.788545224 280.558367492 242.325433133 362.605182799
CLK1 24.2462750919 168.422093779 82.8449953922 123.803915685 69.3416868501 53.1527682926
FLJ10300 49.5280823408 30.3095335504 31.6017079126 91.905250856 77.3908867863 48.082798237
I_1151937 56.6635507764 66.9985070041 76.4313914881 130.098255955 106.987053448 70.4344560442
CD44 121.507124593 67.0496476123 68.2994226376 36.0645517342 61.5822535647 63.5075236393
LOXL2 76.3137784379 60.0192606394 47.4953597647 37.095212704 17.6980112759 12.4694746885
AGM1 93.0304286366 85.1585858738 61.279785098 155.836222635 111.956262926 96.3503427643
LOC51240 72.5180460364 139.744973639 90.8616476488 103.306683972 59.641147849 48.6831854492
I_965309 78.2664645451 128.053056762 99.4718676805 80.390543199 49.9661222689 37.3060558587
ALEX3 79.9771236412 156.211054231 147.819836894 212.337587304 77.0040676706 79.1336793752
KIAA0097 89.7203597938 31.2523731902 30.3344058044 56.5307708994 61.0604821242 54.0970165223
DKFZP566D1346 66.7509350783 37.0472712613 37.6020070092 81.6031399032 85.0546858241 59.5489903256
RNPC2 38.589569458 60.5609760806 55.0749267406 102.23047903 67.2331719846 49.3904666933
TRAF4 166.762075619 399.108479272 355.798912497 288.829684505 425.408689667 409.230846251
NKTR 34.2110659861 75.2216234815 76.3697842435 201.906700092 106.853150825 57.2928729257
CDCA1 35.0841925791 50.6891805369 30.2251697281 44.6770384877 27.2294213833 13.5299170078
LOXL2 76.1272321787 56.141725404 48.3027412328 37.0629713647 18.1598817058 12.4595843572
FLJ23468 41.6811767294 85.7653297094 34.919827419 60.9347709429 39.6962423693 13.786702502
PLEC1 160.768804741 62.3167001652 74.7785858227 86.0054363701 113.110875679 130.8873887
FLJ22174 69.3450920274 21.5724407603 19.5098278889 29.3433547469 38.0166566551 21.7356126685
EPN2 87.338104334 62.634254152 75.7200960922 98.6649402907 92.3549534999 80.7534405423
I_958612 79.6533997506 175.48789839 103.696509802 83.443833531 60.9449042585 41.3017522728
LOC51635 136.46461654 135.021487878 166.99313043 223.992271776 267.897623092 319.908717861
MAP4K4 132.532269523 77.809255567 31.0695483362 29.4410167079 32.7902116047 38.9142684165
TBCE 79.8503858443 80.3176049916 33.2272539673 74.3911943277 58.1846482077 46.1428013996
I_1152007 165.868245127 80.7428000784 66.6145388093 45.6675280845 64.764532712 58.5516625036
SMARCA5 92.7516711636 45.0610492705 34.4362096507 118.738429626 106.629213914 91.43890353
MKNK1 85.1117519293 67.9411498969 74.9530539054 149.288295941 125.512519597 100.677447285
LAMB2 121.765042865 130.153388562 168.962676687 284.768401162 258.368873938 269.987294464
WTAP 119.811918676 55.7498410561 79.4919104441 121.961879892 122.086263834 104.21918493
I_1000314 83.609420098 90.995450576 114.426540043 171.395624992 183.999764782 177.289285326
LOXL2 78.278561588 56.8035472649 47.9962620434 36.9352959593 18.1825204497 12.8439426458
HMG17L1 96.9182731646 107.847468607 61.0614092362 93.3468277759 52.3101548557 33.4561410147
LOC92906 73.1296718276 53.7813066159 36.9868051577 122.786618598 84.9215139836 68.0275319991
TMF1 69.8107590482 55.5016479275 58.1772062903 130.045395511 85.6517594247 75.422606501
I_932626 63.6771798504 124.868303715 66.0544634474 100.574702118 58.3495494006 30.5915059852
NPY1R 97.7988160387 276.346122542 608.282199314 745.866304205 129.060949274 271.468437564
FLJ20036 54.3670771488 164.760653662 131.04303493 166.629203365 116.520959531 76.906279869
H2BFK 133.06364906 132.58504582 140.011807703 68.324272856 128.277673342 180.213167336
I_961148 79.2512657312 77.9950526742 109.997172008 211.431773788 221.362926784 205.470527084
RAB6KIFL 84.5148770091 54.648608932 37.4422286186 45.6627155838 26.1806156232 15.9590715331
MID1 68.1886398488 14.1666604446 16.257184026 27.1206076648 47.0407684141 21.912731975
OSBPL6 121.098072496 45.5909424239 39.3566538681 67.1840725351 67.0094044847 57.0799446913
SSI-3 220.164695019 73.1739221986 47.9823068833 51.8068140359 47.309014129 41.0277811179
C21orf59 105.156434939 139.359597959 111.45435925 179.185321429 141.494651089 133.989240207
ECH1 135.021322037 111.409014809 134.929786464 165.62802409 266.977157396 304.046920405
NRP1 94.1565808363 53.1130509121 48.2347517023 28.5548881766 40.5231003361 53.2190496122
TOR1B 106.748897071 202.806971372 157.569736568 162.475750047 83.289709629 73.135389334
I_932099 114.330302331 77.3568980411 25.5190751729 54.3602590388 103.671636535 64.3447879833
B2M 26.0332804841 122.398671137 84.3141742234 151.016409201 99.4023259208 70.3574587511
RBM3 69.1038472126 109.368186298 85.1240802342 54.956935798 27.9152528327 26.7308289904
KNSL6 66.0637451795 53.8749169742 46.9769798636 60.8403901607 40.5380856661 18.2226513623
CALR 121.007812608 107.930854267 186.062827005 133.430270967 121.633290487 98.9329857091
NMT2 111.408964615 85.5785662544 45.5434169945 76.2536820207 100.261214902 94.6108279093
MAD2L1 60.5439548068 86.2308278126 35.3942255567 54.4429897093 30.5072709823 15.9764719577
FLJ13391 63.1093691414 31.5429181418 27.0417966087 56.0741825129 94.4011141555 77.980073032
TFPI 77.4726166036 71.1978010877 48.1894173528 22.6526233756 27.1164734971 22.9644864763
I_929692 89.8880598951 56.6654483976 19.0505077863 20.3069275689 41.0179191363 15.9487232717
CHIC2 67.7667808817 47.3525421879 48.7687359713 75.755926746 87.6372772555 78.9158401424
SAT 160.387262766 744.083601285 691.102350068 423.295618644 412.626146201 438.73930994
GART 130.800758419 86.0915855509 48.4845485205 78.0103143163 116.257268377 97.8403994475
SMT3H1 91.310139263 128.954336129 83.7651970855 75.0977127824 52.0738632388 43.9741108797
HSBP1 73.7629068115 198.643662415 140.167611439 159.017515986 78.8560225648 71.7726619797
FE65L2 80.2682124126 81.9570056121 97.063311813 131.310838561 138.159913622 116.038682547
TAF7 54.3661302614 183.312473065 170.87842716 176.234601558 121.458035088 76.0412825756
TMSNB 43.0371603148 128.336717265 90.0657821116 98.4218751289 53.1172297814 34.6856178152
FJX1 118.636538212 73.5086158808 29.4783460681 38.3962571595 56.9976979375 27.4168624968
FLJ22774 80.4247654202 96.5837819085 99.5766953074 212.149433173 97.9361830584 118.948547839
I_964413 158.450473066 102.859813501 68.9754996293 56.0144771742 69.1662762831 80.8151470841
PDE4DIP 82.4751041645 97.5727537183 52.6824941899 50.2928928216 42.8594649533 34.8175063465
FER1L3 107.419771742 75.2859930116 37.4771114601 29.1540452175 43.1678622849 26.8468775286
FLJ22344 135.208034989 100.722744824 26.3620824059 26.3764728024 35.4751962633 19.169620441
PAFAH1B1 113.628666881 46.5549598423 53.719631259 84.781911324 91.3199753343 74.1525825938
NT5E 72.7494128804 102.335642349 75.4802005354 20.5412091367 22.9266547598 28.3913871249
RNASEHI 119.615338674 120.646928161 90.3415587931 76.5301818027 56.1288216008 45.156409016
I_957301 45.3747615909 121.978117759 64.3299213521 91.8502045291 56.5392396192 32.0636755654
FLJ13433 60.4929033732 100.789144244 78.7456674835 165.273320711 105.446676606 86.3496963131
MGC2745 69.6536173519 75.4995387653 42.4606550999 25.6826830557 39.4944108154 36.3036341615
SFRS7 82.8735860519 121.692535139 66.6530902073 63.837378181 51.3229429982 34.1985960574
ITPR2 77.4435925599 61.8964572162 34.6497003469 26.998550744 50.4587190327 26.5267583912
USP1 55.9929994516 88.1954349473 52.8969972949 96.9939560454 52.1584787584 26.5414135993
KATNA1 56.7696960725 61.7368842214 67.2975207107 135.994487179 93.2577819479 69.5996456467
FLJ23221 73.9559322284 118.871516427 119.418509566 164.618654674 84.9087520081 82.8750723033
UBE1C 53.2690678995 84.8338110079 44.478425073 114.64498886 80.0183154267 71.0969710493
C1orf8 49.3451987328 101.646100612 76.5306821407 146.752221228 154.637528401 145.281309137
ITGA3 150.429327987 79.6425711317 76.3551645401 48.7485003151 65.4377750887 68.3631394152
MYO10 83.9061278597 22.7618535419 22.0156963633 39.732745582 35.6110411722 26.2124236637
MGC11308 140.538254757 179.524449302 253.505168956 176.723770643 131.128109365 118.935847354
CHD1 32.8444424856 32.0508837627 43.8590661653 88.270537514 73.4293444349 45.2166764171
KHDRBS1 86.1614882745 59.4180032031 24.189942934 56.2540725085 88.8977686674 44.1648245702
CAST 83.2171338904 65.9214834327 23.2298890385 40.1575483383 61.2299036494 41.4619457853
NCOR1 102.022223028 34.0269419695 27.2702902556 54.677421634 61.4814090222 54.3081131848
RAB14 85.9410932051 56.5527635157 64.1731747259 144.267516008 135.407626928 107.613665683
KIAA1085 80.9862124799 24.6784044833 46.0037485173 101.691562457 103.251584469 84.1469186482
RAB6KIFL 73.1699967557 51.3973317088 36.1178288537 47.0209236242 31.1311089412 16.8292923314
FLJ10352 42.4258798926 23.9414944741 21.9474521031 69.5358027354 55.5389650738 26.3944173619
TMSNB 45.0620798774 130.408983129 87.5699356183 99.877776143 49.8805996485 36.1072844116
LOC51185 67.1133281847 52.0034438196 64.0246268674 150.39382012 95.4903446575 117.662908609
GGH 38.1492832493 125.754434419 73.5193536372 91.34359665 53.6157396027 33.6387824838
IGFBP1 48.6916145707 74.5739173473 21.4091859543 54.6654586391 69.6820706815 49.3365166341
GTF2F2 77.3982560065 54.7224125533 21.547991122 36.804696253 50.6973348462 31.1497278969
HNRPU 116.731596617 73.5656716615 65.8006918445 82.1108308088 73.7155214745 59.2554925672
TRIM32 54.1019806286 106.263852759 166.795292747 173.855231736 158.677618369 166.013290062
GOLGA4 108.559962311 47.9847920119 32.8393727221 60.1225135261 68.6608090882 43.2504217753
KIF2 61.0235237247 32.6689741948 41.9568401502 87.7797659736 88.2209345799 61.7267253745
MGC15912 144.637138011 171.628973193 115.72529193 78.6469876791 115.42638321 99.3747048847
FLJ21901 80.3776018036 78.1270284146 63.0452110546 155.085996284 109.195457591 113.478231167
RBM7 54.136192283 98.5499182756 102.090564542 178.776874965 117.460649877 113.386850477
INSIG1 68.3822086654 59.7865921337 42.92141986 40.2036483687 34.2113167789 36.9902507406
EBP 96.856580975 116.727357948 103.895602585 90.3898402482 61.3223951304 61.0475353036
HIF1A 85.5518216277 34.8341543911 17.3227436084 50.3192703565 73.1489572614 59.6842797497
I_963094 77.8289618797 8.96950558089 15.5203731265 31.8421837499 36.5012165367 19.1522092905
I_1109334 88.2157855255 296.883177253 172.958162963 120.579736934 144.449546844 93.656801753
CCNB2 62.9652487382 41.4622985896 27.736426325 37.042662489 24.2681692969 8.83782670647
GU2 64.6802039928 59.2161254405 60.8727968819 130.923793772 98.8427356154 81.5141749794
CORO2B 110.641998968 60.1590120944 34.3803551956 33.8832213173 49.1745138879 37.7202269927
STXBP3 46.9477327335 42.0593232537 53.5258044337 159.388593515 106.747796065 85.4481407485
I_964430 86.3631346074 31.4518036487 18.2092933286 37.2607506236 49.421099753 31.3860844761
CNAP1 131.204245831 57.8584530964 48.606072724 52.7454554632 58.953056185 43.5913138939
FEN1 99.6495325779 152.006752181 87.1649641421 85.1248219116 35.3808852831 23.7446210181
I_1109307 125.599361315 442.420164557 348.65390084 432.317987246 116.22182152 92.9097569635
CPR8 70.9948326907 109.894268351 124.781190246 296.578988516 151.975156244 98.6121975681
EMP1 83.0620704086 57.2555416237 19.4255658793 33.6316397738 47.9940950505 28.3420036713
LOC51123 102.874742819 55.346768317 58.6670535455 132.384141056 197.798499795 157.479390403
SEC24B 63.0694189924 28.3033786144 47.2397305204 101.416245224 98.6064983424 73.0154239199
CLTC 113.335925526 55.7039245684 28.3188968679 55.2174572567 76.2870024993 66.7603795069
I_959242 80.1898177745 29.1320199833 47.4313271383 31.4037474679 66.8953124656 44.5015586217
C20orf38 120.301015265 75.0265330782 49.2866470323 36.9139582024 59.1370671839 56.0480831627
H2BFD 199.707973267 151.477481715 97.496804176 59.4684683198 161.057840539 235.428215135
RANBP2L1 48.0173641497 53.7322092451 55.3947037159 143.461365314 97.481104596 56.8410620476
COL13A1 55.2923939748 70.0582067172 26.7004102665 14.902314704 13.7850887526 9.85035163074
SMS 59.2959155135 54.6313593476 18.903192889 26.6587334302 27.4074723675 18.0687249913
USP6 65.6608567687 16.4046236333 26.9492041912 56.8096235075 75.7890333459 43.0911353297
PALMD 76.6735028829 20.8530493197 18.4678827222 40.9188906247 45.8034808923 40.7780339549
C21orf45 86.2700810207 116.9362668 52.9900798327 70.5887051286 42.7199340517 29.3371060515
ADSL 138.691497715 101.252693378 42.7592741426 86.4814929513 108.592672591 100.278379604
LOC51092 109.848028638 107.514930018 205.03835895 327.601730775 239.625305467 229.43942872
HSPC177 48.9074765558 121.840226171 85.346297878 154.286025466 110.493528666 98.2747780165
LOXL2 78.746810828 59.1507651127 48.9208538308 37.5319787321 19.7851527541 13.0080512168
GOLGB1 94.6514857966 72.2775879774 77.3648814636 135.058483925 101.351799285 109.888917411
BAG1 80.5702105072 132.629002897 155.800964007 181.124517051 189.007264691 141.390215591
PTK2 83.4601113201 30.668268141 18.323852424 25.5789929276 35.2684366572 20.5253603106
CPE 37.6042492602 127.199059545 116.383163763 214.037394637 178.99716104 181.275407004
SNRPA1 126.808064395 111.406710117 50.962766495 64.1093421112 110.123548377 76.3069168832
E46L 88.495507234 78.2217521719 30.4824712568 41.5280598742 45.7925811331 37.7750567792
NBEA 73.4305063287 32.5995321505 36.5850060616 32.0912632606 67.5122294119 32.7936000451
TBK1 61.1812357022 51.155267031 65.9445202566 148.844896891 103.959616433 87.9014381184
I_966001 83.0602520037 118.049187669 110.988249864 137.869224315 82.6492518353 63.3497533321
LIF 139.051293195 322.896714167 87.6167717203 120.075378814 139.36465827 104.824231837
NEU1 149.161309001 222.906667872 300.713658079 271.434420126 191.878321979 212.457504067
HSPC150 57.6372634191 89.3745127091 39.7074919858 68.7413836418 42.2192350928 22.0944997658
NR3C1 72.6901997449 19.4652441845 30.0705902772 62.2744617437 84.4172782307 63.2389258938
HSPC132 115.049990386 318.100429322 366.712816836 223.553901925 324.503191444 292.987331053
I_928785 91.4455456163 437.597928888 194.794461969 137.8798817 85.6910599748 104.660785078
GCLC 85.0275184971 71.3381084025 80.0156596101 198.60211874 138.923130023 108.973275783
FKSG14 20.1989802899 57.9802583932 15.493243295 37.47826902 24.7990154298 10.4601360988
ACYP1 31.4943748558 134.642246007 56.7347880338 79.3978319194 47.9285414505 32.1012852882
KRTAP1.5 133.302198092 197.998890213 47.5412451358 55.8312942743 102.567486314 68.0615700024
LMO2 52.6401453222 54.9719631613 38.9757658394 113.043651656 57.1853663169 49.1783773898
TMSNB 42.2936652907 123.896549826 85.2839709012 96.3251343363 56.7906479766 35.0000686279
CPR8 69.5344194991 106.286967575 123.667003533 300.996464248 152.179957645 106.314436678
CHAF1B 92.4072076113 81.8424020792 64.958134311 117.246927917 75.8070092601 42.5042907263
RILP 112.337130204 123.908108673 153.593746119 181.007818148 204.373941843 228.115117471
I_1152023 66.4816949877 52.0110249986 21.6573881111 46.9444318532 53.8057117335 37.0606287334
I_1152011 66.2783843537 20.0793047408 27.447349942 41.0114189982 40.5864135525 34.7692105612
LIMK1 166.221797573 78.9686837043 50.9542257694 50.1241971184 77.788890119 71.0892086349
ANLN 61.3964112671 35.9199134753 14.4955928904 22.6338455464 19.8417798573 9.79367082042
P4HA2 63.8635098181 49.6780319208 52.2234971077 109.322930785 65.5504191211 48.3314234652
NMU 55.5376583965 86.5395967297 68.4905616442 69.6453982279 42.1884764018 25.6486096677
FLJ20071 121.717072066 66.5023201169 29.1618963923 28.9795280903 41.8347591101 33.0313426673
TOPK 48.6489592571 72.8991376192 28.8122851364 36.3227932919 18.4962779486 9.77883122192
CAPN7 64.2624198181 37.5700643463 45.8746204887 131.596604623 114.625045938 76.3258180372
FARP1 117.708709159 95.2532151593 74.6816261042 41.5597979654 47.3992508016 40.3787808673
RCN2 54.7805738088 131.398859629 90.6439602978 105.449519921 71.6616427029 56.3143208323
HERPUD1 422.371993755 140.704899921 145.151482907 201.098457545 107.073317235 106.450539684
BCAS2 91.0833621114 135.46105341 118.407340448 166.302480911 132.894575796 103.651490397
LOC51580 58.3393142388 20.8119058065 14.6294604353 32.3542969432 26.106187435 18.5356771483
HSPB1 167.029098661 134.518920915 164.146755375 128.860506987 253.826218617 327.933394174
I_960122 152.513913342 107.725199782 113.726031422 75.9845520468 80.8383476392 96.2021730766
DJ742C19.2 69.90115713 108.571116373 79.5935289058 77.6023023569 56.2424534029 20.3708023453
FUT8 106.911971921 32.6493479121 14.494442669 24.4028701697 29.6058581054 18.6926397101
ACTA2 174.17307278 146.718205535 155.401563735 79.0184452199 215.953181499 295.106978889
