gene	domain
H2BFR	pfam00125
HBXIP	pfam16672
HCA4	pfam01454
HDCMA18P	pfam08777
HDCMA18P	pfam08777
HDCMA18P	pfam08777
HEAB	pfam06807
HEAB	pfam16573
HEAB	pfam16575
HEAB	pfam06807
HEAB	pfam16573
HEAB	pfam16575
HEC	pfam03801
HERC1	pfam00415
HERC1	pfam13540
HERC2	pfam00173
HERC2	pfam00415
HERC2	pfam06701
HERC2	pfam11515
HERC2	pfam13540
HERC2	pfam00173
HERC2	pfam00415
HERC2	pfam06701
HERC2	pfam11515
HERC2	pfam13540
HERC2	pfam00173
HERC2	pfam00415
HERC2	pfam06701
HERC2	pfam11515
HERC2	pfam13540
HERC2	pfam00173
HERC2	pfam00415
HERC2	pfam06701
HERC2	pfam11515
HERC2	pfam13540
HERC2	pfam00173
HERC2	pfam00415
HERC2	pfam06701
HERC2	pfam11515
HERC2	pfam13540
HERC2	pfam00173
HERC2	pfam00415
HERC2	pfam06701
HERC2	pfam11515
HERC2	pfam13540
HERC2	pfam00173
HERC2	pfam00415
HERC2	pfam06701
HERC2	pfam11515
HERC2	pfam13540
HERC2	pfam00173
HERC2	pfam00415
HERC2	pfam06701
HERC2	pfam11515
HERC2	pfam13540
HERC3	pfam00415
HERC3	pfam13540
HERC3	pfam00415
HERC3	pfam13540
HERC3	pfam00415
HERC3	pfam13540
HERC3	pfam00415
HERC3	pfam13540
HERC3	pfam00415
HERC3	pfam13540
HERC3	pfam00415
HERC3	pfam13540
HERC3	pfam00415
HERC3	pfam13540
HERC3	pfam00415
HERC3	pfam13540
HERC3	pfam00415
HERC3	pfam13540
HIF1A	pfam08447
HIF1A	pfam08778
HIF1A	pfam11413
HIF1A	pfam08447
HIF1A	pfam08778
HIF1A	pfam11413
HIF1A	pfam08447
HIF1A	pfam11413
HIRA	pfam07569
HIRA	pfam09453
HIRA	pfam12341
HIS1	pfam15313
HLA-DMB	pfam00969
HMG1	pfam00505
HMG1	pfam09011
HMG1	pfam00505
HMG1	pfam09011
HMG1	pfam00505
HMG1	pfam09011
HMG17	pfam01101
HMG2	pfam00505
HMG2	pfam00505
HMG2	pfam00505
HNRPD	pfam08143
HNRPD	pfam08143
HNRPD	pfam08143
HNRPD	pfam08143
HNRPDL	pfam11067
HNRPDL	pfam14650
HNRPH1	pfam08080
HNRPH1	pfam08080
HNRPH1	pfam08080
HNRPH1	pfam08080
HNRPH1	pfam08080
HNRPH1	pfam08080
HNRPH1	pfam08080
HNRPH1	pfam08080
HNRPH1	pfam08080
HNRPH1	pfam08080
HNRPH1	pfam08080
HNRPH1	pfam08080
HNRPH1	pfam08080
HNRPH1	pfam08080
HNRPH1	pfam08080
HNRPH1	pfam08080
HNRPH1	pfam08080
HNRPH1	pfam08080
HNRPH1	pfam08080
HPCA	pfam00520
HPCA	pfam08763
HPCA	pfam16905
HPCA	pfam00520
HPCA	pfam08763
HPCA	pfam16905
HPCA	pfam00520
HPCA	pfam05550
HPCA	pfam08763
HPCA	pfam16905
HPCA	pfam00520
HPCA	pfam08763
HPCA	pfam16905
HPCA	pfam00520
HPCA	pfam05550
HPCA	pfam08763
HPCA	pfam16905
HPCAL1	pfam13833
HPCAL1	pfam13833
HPCAL1	pfam13833
HPCAL1	pfam13833
HPCAL1	pfam13833
HPCAL1	pfam13833
HPCAL1	pfam13833
HPCAL1	pfam13833
HPCAL1	pfam13833
HPCAL1	pfam13833
HPCAL1	pfam13833
HPCAL1	pfam13833
HPCAL1	pfam13833
HPCAL1	pfam13499
HPCAL1	pfam13833
HPCAL1	pfam13833
HPCAL1	pfam13833
HPCAL1	pfam13833
HPCL2	pfam00205
HPCL2	pfam00205
HPCL2	pfam00205
HPCL2	pfam00205
HPS1	pfam05956
HRB	pfam09214
HRY	pfam07527
HS3ST3A1	pfam00685
HS3ST3A1	pfam00685
HSA249128	pfam00643
HSA249128	pfam00643
HSPA5	pfam00012
HSPC039	pfam08571
HSPC111	pfam09420
HSPC111	pfam09420
HSPC111	pfam09420
HSPC111	pfam09420
HSPC111	pfam09420
HSPC111	pfam09420
HSPC111	pfam09420
HSPC111	pfam09420
HSPC132	pfam05254
HSPC163	pfam03311
HSPC163	pfam03311
HSPC163	pfam03311
HSPC163	pfam03311
HSPC163	pfam03311
HSPC194	pfam03647
HSPC194	pfam03647
HUMGT198A	pfam07106
HUMGT198A	pfam07106
HUMGT198A	pfam07106
HUMGT198A	pfam07106
HUMGT198A	pfam07106
HYOU1	pfam00012
HYOU1	pfam00012
HYOU1	pfam00012
HYOU1	pfam00012
HYOU1	pfam00012
HYOU1	pfam00012
HYOU1	pfam00012
HYOU1	pfam00012
HYPE	pfam02661
HYPE	pfam13414
IDN3	pfam07223
IDN3	pfam08648
IDN3	pfam12765
IDN3	pfam12830
IDN3	pfam07223
IDN3	pfam08648
IDN3	pfam12765
IDN3	pfam12830
IDN3	pfam07223
IDN3	pfam08648
IDN3	pfam12765
IDN3	pfam12830
IDN3	pfam07223
IDN3	pfam08648
IDN3	pfam12765
IDN3	pfam12830
IDN3	pfam07223
IDN3	pfam12765
IDN3	pfam12830
IDN3	pfam07223
IDN3	pfam08648
IDN3	pfam12765
IDN3	pfam12830
IDN3	pfam08648
IDN3	pfam12765
IDN3	pfam12830
IF	pfam00057
IF	pfam00530
IF	pfam00057
IF	pfam00530
IF	pfam00057
IF	pfam00530
IF	pfam00057
IF	pfam00530
IF	pfam13900
IF	pfam00057
IF	pfam00530
IF	pfam00057
IF	pfam00530
IF	pfam00057
IF	pfam00530
IFI30	pfam03227
IFIT1	pfam00515
IFIT1	pfam13424
IFIT1	pfam00515
IFIT1	pfam13424
IFIT1	pfam00515
IFIT1	pfam13424
IFIT1	pfam00515
IFIT1	pfam13424
IFIT1	pfam00515
IFIT1	pfam13424
IFITM2	pfam04505
IFITM3	pfam04505
IFRD1	pfam04836
IFRD1	pfam05004
IFRD1	pfam04836
IFRD1	pfam05004
IFRD1	pfam04836
IFRD1	pfam05004
IFRD1	pfam04836
IFRD1	pfam05004
IFRD1	pfam04836
IFRD1	pfam05004
IFRD1	pfam04836
IFRD1	pfam05004
IFRD1	pfam04836
IFRD1	pfam05004
IGFBP1	pfam00086
IGFBP3	pfam00086
IGFBP3	pfam00086
IGFBP3	pfam00086
IGFBP7	pfam07679
IGFBP7	pfam07679
IL1B	pfam02394
IL6	pfam00489
IL6	pfam00489
IMMT	pfam09731
IMMT	pfam09731
IMMT	pfam09731
IMMT	pfam09731
IMMT	pfam09731
IMMT	pfam09731
IMMT	pfam09731
IMMT	pfam09731
IMMT	pfam09731
ING1L	pfam12998
ING1L	pfam12998
ING1L	pfam12998
INSIG1	pfam07281
INSIG1	pfam07281
INSIG1	pfam07281
INSIG1	pfam07281
INSIG1	pfam07281
INSIG1	pfam07281
IQGAP1	pfam03836
IRF2	pfam00605
ISGF3G	pfam00605
ISGF3G	pfam10401
ITGA2	pfam08441
ITGA3	pfam08441
ITGA3	pfam08441
ITGB1	pfam00362
ITGB1	pfam07965
ITGB1	pfam08725
ITGB1	pfam00362
ITGB1	pfam07965
ITGB1	pfam08725
ITGB1	pfam00362
ITGB1	pfam07965
ITGB1	pfam08725
ITGB3BP	pfam06729
ITGB3BP	pfam13900
ITGB3BP	pfam06729
ITGB5	pfam07965
ITGB5	pfam08725
ITGB5	pfam07965
ITGB5	pfam08725
ITGB5	pfam07965
ITGB5	pfam08725
ITGB5	pfam07965
ITGB5	pfam08725
ITGB5	pfam07965
ITGB5	pfam08725
ITGB5	pfam07965
ITGB5	pfam08725
ITPR1	pfam00520
ITPR1	pfam01365
ITPR1	pfam02815
ITPR1	pfam08454
ITPR1	pfam08709
ITPR1	pfam00520
ITPR1	pfam01365
ITPR1	pfam02815
ITPR1	pfam08454
ITPR1	pfam08709
ITPR1	pfam00520
ITPR1	pfam01365
ITPR1	pfam02815
ITPR1	pfam08454
ITPR1	pfam08709
ITPR1	pfam00520
ITPR1	pfam01365
ITPR1	pfam02815
ITPR1	pfam08454
ITPR1	pfam08709
ITPR1	pfam00520
ITPR1	pfam01365
ITPR1	pfam02815
ITPR1	pfam08454
ITPR1	pfam08709
ITPR1	pfam00520
ITPR1	pfam01365
ITPR1	pfam02815
ITPR1	pfam08454
ITPR1	pfam08709
ITPR1	pfam00520
ITPR1	pfam01365
ITPR1	pfam02815
ITPR1	pfam08454
ITPR1	pfam08709
ITPR1	pfam00520
ITPR1	pfam01365
ITPR1	pfam02815
ITPR1	pfam08454
ITPR1	pfam08709
ITPR1	pfam00520
ITPR1	pfam01365
ITPR1	pfam02815
ITPR1	pfam08454
ITPR1	pfam08709
ITPR1	pfam00520
ITPR1	pfam01365
ITPR1	pfam02815
ITPR1	pfam08454
ITPR1	pfam08709
ITPR1	pfam00520
ITPR1	pfam01365
ITPR1	pfam02815
ITPR1	pfam08454
ITPR1	pfam08709
ITPR1	pfam00520
ITPR1	pfam01365
ITPR1	pfam02815
ITPR1	pfam08454
ITPR1	pfam08709
ITPR1	pfam00520
ITPR1	pfam01365
ITPR1	pfam02815
ITPR1	pfam08454
ITPR1	pfam08709
ITPR1	pfam00520
ITPR1	pfam01365
ITPR1	pfam02815
ITPR1	pfam08454
ITPR1	pfam08709
ITPR1	pfam01365
ITPR1	pfam02815
ITPR1	pfam08709
ITPR1	pfam01365
ITPR1	pfam02815
ITPR1	pfam08709
ITPR1	pfam00520
ITPR1	pfam01365
ITPR1	pfam02815
ITPR1	pfam08454
ITPR1	pfam08709
ITPR2	pfam00520
ITPR2	pfam01365
ITPR2	pfam02815
ITPR2	pfam08454
ITPR2	pfam08709
JDP1	pfam00226
JDP1	pfam00226
JJAZ1	pfam09733
JJAZ1	pfam09733
JJAZ1	pfam09733
JJAZ1	pfam09733
JM4	pfam03208
KCNMA1	pfam00520
KCNMA1	pfam03493
KCNMA1	pfam07885
KCNMA1	pfam00520
KCNMA1	pfam03493
KCNMA1	pfam07885
KCNMA1	pfam00520
KCNMA1	pfam03493
KCNMA1	pfam07885
KCNMA1	pfam00520
KCNMA1	pfam03493
KCNMA1	pfam07885
KCNMA1	pfam00520
KCNMA1	pfam03493
KCNMA1	pfam07885
KCNMA1	pfam00520
KCNMA1	pfam03493
KCNMA1	pfam07885
KCNMA1	pfam00520
KCNMA1	pfam03493
KCNMA1	pfam07885
KCNMA1	pfam00520
KCNMA1	pfam03493
KCNMA1	pfam07885
KCNMA1	pfam00520
KCNMA1	pfam03493
KCNMA1	pfam07885
KCNMA1	pfam00520
KCNMA1	pfam03493
KCNMA1	pfam07885
KCNMA1	pfam00520
KCNMA1	pfam03493
KCNMA1	pfam07885
KCNMA1	pfam00520
KCNMA1	pfam03493
KCNMA1	pfam07885
KCNMA1	pfam00520
KCNMA1	pfam03493
KCNMA1	pfam07885
KCNMA1	pfam00520
KCNMA1	pfam03493
KCNMA1	pfam07885
KCNMA1	pfam00520
KCNMA1	pfam03493
KCNMA1	pfam07885
KCNMA1	pfam00520
KCNMA1	pfam03493
KCNMA1	pfam07885
KCNMA1	pfam00520
KCNMA1	pfam03493
KCNMA1	pfam07885
KCNMA1	pfam00520
KCNMA1	pfam03493
KCNMA1	pfam07885
KCNMA1	pfam00520
KCNMA1	pfam03493
KCNMA1	pfam07885
KCNMA1	pfam00520
KCNMA1	pfam03493
KCNMA1	pfam07885
KCNMA1	pfam00520
KCNMA1	pfam03493
KCNMA1	pfam07885
KCNMA1	pfam00520
KCNMA1	pfam03493
KCNMA1	pfam07885
KCNMA1	pfam00520
KCNMA1	pfam03493
KCNMA1	pfam07885
KCNMA1	pfam00520
KCNMA1	pfam03493
KCNMA1	pfam07885
KCNMA1	pfam00520
KCNMA1	pfam03493
KCNMA1	pfam07885
KCNMA1	pfam00520
KCNMA1	pfam03493
KCNMA1	pfam07885
KCNMA1	pfam00520
KCNMA1	pfam03493
KCNMA1	pfam07885
KCNMA1	pfam00520
KCNMA1	pfam03493
KCNMA1	pfam07885
KCNMA1	pfam00520
KCNMA1	pfam03493
KCNMA1	pfam07885
KCNMA1	pfam00520
KCNMA1	pfam03493
KCNMA1	pfam07885
KHDRBS1	pfam16274
KHDRBS1	pfam16568
KHDRBS1	pfam16274
KHDRBS1	pfam16568
KHSRP	pfam09005
KHSRP	pfam00013
KHSRP	pfam09005
KHSRP	pfam09005
KHSRP	pfam09005
KHSRP	pfam00013
KHSRP	pfam09005
KIAA0020	pfam08144
KIAA0052	pfam00270
KIAA0052	pfam08148
KIAA0052	pfam13234
KIAA0101	pfam15715
KIAA0101	pfam15715
KIAA0182	pfam12540
KIAA0182	pfam16716
KIAA0182	pfam12540
KIAA0182	pfam16716
KIAA0182	pfam12540
KIAA0182	pfam16716
KIAA0182	pfam12540
KIAA0182	pfam16716
KIAA0182	pfam12540
KIAA0182	pfam16716
KIAA0182	pfam12540
KIAA0182	pfam16716
KIAA0182	pfam12540
KIAA0182	pfam16716
KIAA0182	pfam12540
KIAA0182	pfam16716
KIAA0182	pfam12540
KIAA0182	pfam16716
KIAA0391	pfam16953
KIAA0391	pfam16953
KIAA0391	pfam16953
KIAA0391	pfam16953
KIAA0391	pfam16953
KIAA0391	pfam16953
KIAA0391	pfam16953
KIAA0391	pfam16953
KIAA0391	pfam16953
KIAA0391	pfam16953
KIAA0391	pfam16953
KIAA0470	pfam15308
KIAA0470	pfam15308
KIAA0470	pfam09528
KIAA0470	pfam15308
KIAA0470	pfam15308
KIAA0470	pfam09528
KIAA0470	pfam15308
KIAA0470	pfam15308
KIAA0470	pfam09528
KIAA0470	pfam15308
KIAA0470	pfam09528
KIAA0470	pfam15308
KIAA0470	pfam09528
KIAA0470	pfam15308
KIAA0470	pfam09528
KIAA0470	pfam15308
KIAA0470	pfam09528
KIAA0470	pfam15308
KIAA0470	pfam09528
KIAA0470	pfam15308
KIAA0470	pfam09528
KIAA0470	pfam15308
KIAA0470	pfam09528
KIAA0470	pfam15308
KIAA0470	pfam09528
KIAA0470	pfam15308
KIAA0470	pfam09528
KIAA0470	pfam15308
KIAA0470	pfam09528
KIAA0470	pfam15308
KIAA0470	pfam09528
KIAA0470	pfam15308
KIAA0470	pfam09528
KIAA0470	pfam15308
KIAA0470	pfam09528
KIAA0470	pfam15308
KIAA1012	pfam12739
KIAA1012	pfam12739
KIAA1012	pfam12739
KIAA1012	pfam12739
KIAA1012	pfam12739
KIAA1012	pfam12739
KIF13A	pfam12423
KIF13A	pfam12473
KIF13A	pfam16183
KIF13A	pfam12423
KIF13A	pfam12473
KIF13A	pfam16183
KIF13A	pfam12423
KIF13A	pfam12473
KIF13A	pfam16183
KIF13A	pfam12423
KIF13A	pfam12473
KIF13A	pfam16183
KIF13B	pfam01302
KIF13B	pfam03957
KIF13B	pfam12423
KIF13B	pfam12473
KIF13B	pfam16183
KIF13B	pfam01302
KIF13B	pfam03957
KIF13B	pfam12423
KIF13B	pfam12473
KIF13B	pfam16183
KIF13B	pfam01302
KIF13B	pfam03957
KIF13B	pfam12423
KIF13B	pfam12473
KIF13B	pfam16183
KIF13B	pfam01302
KIF13B	pfam03957
KIF13B	pfam12423
KIF13B	pfam12473
KIF13B	pfam16183
KIF13B	pfam01302
KIF13B	pfam03957
KIF13B	pfam12423
KIF13B	pfam12473
KIF13B	pfam16183
KIF13B	pfam01302
KIF13B	pfam03957
KIF13B	pfam12423
KIF13B	pfam12473
KIF13B	pfam16183
KIF13B	pfam01302
KIF13B	pfam03957
KIF13B	pfam12423
KIF13B	pfam12473
KIF13B	pfam16183
KIF1B	pfam00169
KIF1B	pfam12423
KIF1B	pfam12473
KIF1B	pfam16183
KIF1B	pfam16183
KLF2	pfam00096
KLF2	pfam13465
KLF4	pfam00096
KLF4	pfam13465
KLF4	pfam00096
KLF4	pfam13465
KLF5	pfam13465
KLF5	pfam00096
KLF5	pfam13465
KLHL2	pfam00651
KLHL2	pfam01344
KLHL2	pfam07707
KLHL2	pfam00651
KLHL2	pfam01344
KLHL2	pfam07707
KLHL2	pfam01344
KLHL2	pfam07707
KLHL2	pfam00651
KLHL2	pfam01344
KLHL2	pfam07707
KLHL2	pfam01344
KLHL2	pfam07707
KLHL2	pfam00651
KLHL2	pfam01344
KLHL2	pfam07707
KLHL2	pfam01344
KLHL2	pfam07707
KLHL2	pfam00651
KLHL2	pfam01344
KLHL2	pfam07707
KLHL2	pfam00651
KLHL2	pfam01344
KLHL2	pfam07707
KLHL2	pfam13900
KLHL2	pfam01344
KLHL2	pfam07707
KNSL5	pfam16540
KNSL5	pfam00225
KNSL5	pfam16540
KNSL5	pfam00225
KNSL5	pfam12329
KNSL5	pfam16540
KNSL5	pfam00225
KNSL5	pfam12329
KNSL5	pfam16540
KNSL5	pfam12329
KNSL5	pfam16540
KNSL5	pfam00225
KNSL5	pfam12329
KNSL5	pfam16540
KNSL5	pfam00225
KNSL5	pfam16540
KNSL5	pfam12329
KNSL5	pfam16540
KNSL5	pfam16540
KNSL5	pfam16540
KNSL6	pfam00225
KNSL6	pfam00225
KNSL6	pfam00225
KNSL6	pfam00225
KNSL6	pfam00225
KNSL6	pfam00225
KNTC1	pfam10493
KNTC1	pfam10493
KNTC1	pfam10493
KPNA1	pfam01749
KPNA1	pfam13646
KPNA1	pfam16186
KPNA1	pfam01749
KPNA1	pfam13646
KPNA1	pfam16186
KPNA1	pfam00514
KPNA1	pfam16186
KPNA1	pfam00514
KPNA1	pfam16186
KPNA1	pfam01749
KPNA1	pfam13646
KPNA1	pfam16186
KPNA1	pfam00514
KPNA1	pfam16186
KPNA1	pfam00514
KPNA1	pfam16186
KPNA1	pfam00514
KPNA1	pfam16186
KPNA2	pfam01749
KPNA2	pfam16186
KPNA2	pfam01749
KPNA2	pfam16186
KRT17	pfam00038
KRT18	pfam00038
KRT18	pfam00038
KRTAP1.5	pfam01500
KRTAP1.5	pfam13885
KRTHA4	pfam00038
KRTHA4	pfam00038
KTN1	pfam12128
KTN1	pfam12128
KTN1	pfam12128
KTN1	pfam12128
LAMB2	pfam00053
LAMB2	pfam05276
LAMB2	pfam06008
LAMC1	pfam00053
LAMC1	pfam05276
LAMC1	pfam06008
LANO	pfam13855
LANO	pfam13855
LANO	pfam13855
LARGE	pfam13896
LARGE	pfam13896
LARGE	pfam13896
LARGE	pfam13896
LARGE	pfam13896
LARGE	pfam13896
LARGE	pfam13896
LBR	pfam09465
LBR	pfam09465
LBR	pfam09465
LBR	pfam09465
LGP1	pfam03321
LGP1	pfam03321
LOX	pfam01186
LOX	pfam01186
LOX	pfam01186
LOXL1	pfam01186
LOXL2	pfam00530
LOXL2	pfam01186
LRP8	pfam00057
LRP8	pfam00058
LRP8	pfam14670
LRP8	pfam00057
LRP8	pfam00058
LRP8	pfam14670
LRP8	pfam00057
LRP8	pfam00058
LRP8	pfam14670
LRP8	pfam00058
LRP8	pfam14670
LRP8	pfam00057
LRP8	pfam00058
LRP8	pfam14670
LRP8	pfam00057
LRP8	pfam00058
LRP8	pfam14670
LRP8	pfam00057
LRP8	pfam00058
LRP8	pfam14670
LRP8	pfam00057
LRP8	pfam00058
LRP8	pfam14670
LRP8	pfam00057
LRP8	pfam00058
LRP8	pfam14670
LRP8	pfam00057
LRP8	pfam00058
LRP8	pfam14670
LRP8	pfam00057
LRP8	pfam00058
LRP8	pfam14670
LRP8	pfam00057
LRP8	pfam00058
LRP8	pfam14670
LRPPRC	pfam13041
LRPPRC	pfam13041
LRPPRC	pfam13041
LRPPRC	pfam13041
LTBP1	pfam00683
LTBP1	pfam07645
LTBP1	pfam12662
LTBP1	pfam00683
LTBP1	pfam07645
LTBP1	pfam12662
LTBP1	pfam00683
LTBP1	pfam07645
LTBP1	pfam12662
LTBP1	pfam00683
LTBP1	pfam07645
LTBP1	pfam12662
LTBP1	pfam00683
LTBP1	pfam07645
LTBP1	pfam12662
LTBP1	pfam00683
LTBP1	pfam07645
LTBP1	pfam12662
LTBP1	pfam00683
LTBP1	pfam07645
LTBP1	pfam12662
LTBP1	pfam00683
LTBP1	pfam07645
LTBP1	pfam12662
LTBP1	pfam00683
LTBP1	pfam07645
LTBP1	pfam12662
LTBP1	pfam00683
LTBP1	pfam07645
LTBP1	pfam00683
LTBP1	pfam07645
LTBP1	pfam12662
LTBP1	pfam00683
LTBP1	pfam07645
LTBP1	pfam12662
LTBP1	pfam00683
LTBP1	pfam07645
LTBP1	pfam12662
LTBP1	pfam00683
LTBP1	pfam07645
LTBP1	pfam12662
LTBP1	pfam00683
LTBP1	pfam07645
LTBP1	pfam12662
LTBP1	pfam00683
LTBP1	pfam07645
LTBP1	pfam12662
LUM	pfam13855
LXN	pfam06907
M11S1	pfam12287
M11S1	pfam12287
M11S1	pfam12287
MACF1	pfam05956
MACF1	pfam13499
MACF1	pfam00681
MACF1	pfam02187
MACF1	pfam13499
MACF1	pfam00681
MACF1	pfam02187
MACF1	pfam13499
MACF1	pfam00681
MACF1	pfam02187
MACF1	pfam13499
MACF1	pfam00681
MACF1	pfam02187
MACF1	pfam13499
MACF1	pfam00681
MACF1	pfam02187
MACF1	pfam13499
MACF1	pfam00681
MACF1	pfam02187
MACF1	pfam13499
MACF1	pfam00681
MACF1	pfam02187
MACF1	pfam13499
MACF1	pfam00681
MACF1	pfam02187
MACF1	pfam13499
MACF1	pfam00681
MACF1	pfam02187
MACF1	pfam13499
MACF1	pfam00681
MACF1	pfam02187
MACF1	pfam07793
MACF1	pfam13499
MACF1	pfam00681
MACF1	pfam02187
MACF1	pfam05956
MACF1	pfam07793
MACF1	pfam13499
MACF1	pfam00681
MACF1	pfam07793
MACF1	pfam13499
MACF1	pfam00681
MACF1	pfam05956
MACF1	pfam07793
MACF1	pfam13499
MACF1	pfam00681
MACF1	pfam02187
MACF1	pfam07793
MACF1	pfam13499
MACF1	pfam00681
MACF1	pfam07793
MACF1	pfam13499
MACF1	pfam00681
MACF1	pfam05956
MACF1	pfam07793
MACF1	pfam13499
MACF1	pfam00681
MACF1	pfam02187
MACF1	pfam07793
MACF1	pfam13499
MACF1	pfam00681
MACF1	pfam02187
MACF1	pfam13499
MACF1	pfam00681
MACF1	pfam02187
MACF1	pfam07793
MACF1	pfam13499
MACF1	pfam00681
MACF1	pfam02187
MACF1	pfam07793
MACF1	pfam13499
MACF1	pfam02187
MACF1	pfam13499
MACF1	pfam02187
MACF1	pfam13499
MACF1	pfam00681
MACF1	pfam04012
MACF1	pfam07793
MACMARCKS	pfam02063
MAD2L1	pfam02301
MAGED1	pfam01454
MAGED1	pfam01454
MAGED1	pfam01454
MAGED1	pfam01454
MAGED1	pfam01454
MAGED1	pfam01454
MAGED1	pfam01454
MALT1	pfam07679
MALT1	pfam00656
MALT1	pfam13895
MALT1	pfam07679
MALT1	pfam00656
MALT1	pfam13895
MALT1	pfam07679
MALT1	pfam00656
MALT1	pfam13895
MAN2A1	pfam07748
MAN2A1	pfam07748
MAP1A	pfam12718
MAP4	pfam00418
MAP4	pfam00418
MAP4	pfam00418
MAP4	pfam00418
MAP4	pfam00418
MAP4	pfam00418
MAP4	pfam00418
MAP4	pfam00418
MAP4	pfam00418
MAP4	pfam00418
MAP4	pfam00418
MAP4	pfam00418
MAP4	pfam05086
MAP4	pfam00418
MAP4	pfam00418
MAP4	pfam00418
MAP4	pfam00418
MAP4	pfam00418
MAP4	pfam05086
MAP4	pfam00418
MAP4	pfam00418
MAST205	pfam08926
MAST205	pfam08926
MAST205	pfam08926
MAST205	pfam08926
MAST205	pfam08926
MAST205	pfam08926
MAST205	pfam08926
MAST205	pfam08926
MAST205	pfam08926
MAST205	pfam08926
MAST205	pfam08926
MAST205	pfam08926
MAST205	pfam08926
MAST205	pfam08926
MAST205	pfam08926
MAST205	pfam08926
MBD2	pfam14048
MBD2	pfam16564
MCAM	pfam08205
MCM2	pfam12619
MCM2	pfam14551
MCM3	pfam14551
MCM3	pfam14551
MCM5	pfam14551
MCM5	pfam14551
MCM6	pfam14551
MCM7	pfam14551
MCM7	pfam14551
MCM7	pfam14551
MDS010	pfam05686
MEST	pfam00561
METAP1	pfam15801
METAP1	pfam15801
MFAP1	pfam06991
MGLL	pfam12146
MGLL	pfam12146
MGLL	pfam12146
MGLL	pfam12146
MGLL	pfam12146
MGLL	pfam12146
MGLL	pfam12146
MGLL	pfam12146
MGLL	pfam12146
MGLL	pfam12146
MGLL	pfam12146
MIC2	pfam12301
MIC2	pfam12301
MIC2	pfam12301
MIC2	pfam12301
MIC2	pfam12301
MIC2	pfam12301
MIC2L1	pfam12301
MIC2L1	pfam12301
MIC2L1	pfam12301
MIC2L1	pfam12301
MIC2L1	pfam12301
MIG-6	pfam09027
MIG-6	pfam11555
MIG-6	pfam11555
MIG-6	pfam11555
MIG-6	pfam09027
MIG-6	pfam11555
MKI67	pfam08065
MKI67	pfam15276
MKI67	pfam08065
MKI67	pfam15276
MKI67	pfam08065
MKI67	pfam15276
MKI67	pfam08065
MKLN1	pfam01344
MKLN1	pfam06588
MKLN1	pfam13415
MKLN1	pfam01344
MKLN1	pfam13415
MKLN1	pfam01344
MKLN1	pfam06588
MKLN1	pfam13415
MKLN1	pfam01344
MKLN1	pfam06588
MKLN1	pfam13415
MKLN1	pfam06588
MKLN1	pfam13415
MLPH	pfam02318
MLPH	pfam04698
MLPH	pfam02318
MLPH	pfam04698
MLPH	pfam02318
MLPH	pfam04698
MLPH	pfam02318
MLPH	pfam04698
MLPH	pfam02318
MLPH	pfam04698
MLPH	pfam02318
MLPH	pfam04698
MLPH	pfam02318
MLPH	pfam04698
MLPH	pfam02318
MLPH	pfam04698
MLPH	pfam04698
MMP1	pfam00413
MMP1	pfam01471
MMP1	pfam00413
MMP1	pfam01471
MNAT1	pfam06391
MO25	pfam08569
MO25	pfam08569
MO25	pfam08569
MO25	pfam08569
MRG15	pfam05712
MRG15	pfam05712
MRG15	pfam05712
MRG15	pfam05712
MRG15	pfam11717
MRG15	pfam05712
MRG15	pfam11717
MRG15	pfam05712
MRG15	pfam11717
MRIP2	pfam00169
MRIP2	pfam01412
MRIP2	pfam12796
MRIP2	pfam00169
MRIP2	pfam01412
MRIP2	pfam12796
MRIP2	pfam00169
MRIP2	pfam01412
MRIP2	pfam12796
MRIP2	pfam00169
MRIP2	pfam01412
MRIP2	pfam12796
MRIP2	pfam00169
MRIP2	pfam01412
MRIP2	pfam12796
MRIP2	pfam00169
MRIP2	pfam01412
MRIP2	pfam12796
MRIP2	pfam00169
MRIP2	pfam01412
MRIP2	pfam12796
MRIP2	pfam00169
MRIP2	pfam01412
MRIP2	pfam12796
MRIP2	pfam00169
MRIP2	pfam01412
MRIP2	pfam12796
MRPS28	pfam10246
MSF	pfam00039
MSF	pfam00041
MSF	pfam00039
MSF	pfam00041
MSF	pfam00039
MSF	pfam00041
MSF	pfam00039
MSF	pfam00041
MSF	pfam00039
MSF	pfam00041
MSF	pfam00039
MSF	pfam00039
MSF	pfam00041
MSF	pfam00039
MSF	pfam00041
MSF	pfam00039
MSF	pfam00041
MSF	pfam00039
MSF	pfam00041
MSF	pfam00039
MSF	pfam00041
MSF	pfam00039
MSF	pfam00041
MSF	pfam00039
MSF	pfam00041
MSF	pfam00039
MSF	pfam00041
MSF	pfam00039
MSF	pfam00041
MSF	pfam00039
MSF	pfam00041
MSF	pfam00039
MSF	pfam00041
MSF	pfam00039
MSF	pfam00041
MSF	pfam00039
MSF	pfam00041
MSF	pfam00039
MSF	pfam00041
MSF	pfam00039
MSF	pfam00041
MSF	pfam00039
MSF	pfam00041
MSF	pfam00039
MSF	pfam00041
MSF	pfam00039
MSF	pfam00041
MSF	pfam00039
MSF	pfam00041
MSF	pfam00039
MSF	pfam00041
MSF	pfam00039
MSF	pfam00041
MSH2	pfam01624
MSH2	pfam05188
MSH2	pfam05190
MSH2	pfam05192
MSH2	pfam01624
MSH2	pfam05188
MSH2	pfam05190
MSH2	pfam05192
